cliente_id,nombre,dni,fecha_nacimiento,email,telefono,ciudad,provincia,codigo_postal,tipo_poliza,estado_poliza,prima_anual,fecha_alta,num_siniestros,canal_contratacion,importe_ultimo_siniestro,scoring_riesgo,observaciones
141,Isabel Jiménez,21579149O,1994-08-12,isabel.jimenez@email.com,+34 622 967 889,Murcia,Murcia,30867,Vida,Activa,962.4,2021-09-30,1,Agente,5807.33,81.5,Sin observaciones
142,Elena Torres,166282516,1995-05-11,elena.torres@email.com,+34 683 536 306,Málaga,,29727,Auto,Activa,674.31,2022-06-18,0,Online,9338.91,32.3,NINGUNA
143,María García,79144712S,1958-07-10,maria.garcia@email.com,+34 613 579 890,Bilbao,Vizcaya,48660,Vida,Cancelada,1938.29,2018-02-25,2,Agente,2371.99,98.2,Pendiente validación
144,María García,87937327H,1962-04-20,maria.garcia@email.com,+34 679 439 968,Palma,Baleares,07326,Responsabilidad Civil,Activa,2213.17,2018-06-14,4,Teléfono,12909.07,70.9,Sin observaciones
145,Raúl Castro,19913841W,,raul.castro@email.com,+34 693 303 260,Zaragoza,Zaragoza,50680,Salud,Pendiente,1794.66,2017-03-13,2,Oficina,6713.13,6.2,Pendiente validación
146,Lucía Romero,70523996R,1954-02-26,lucia.romero@email.com,+34 637 491 868,Murcia,Murcia,30487,Auto,Pendiente,2267.38,2022-04-20,0,Teléfono,13755.33,-5.0,Reclamación abierta
147,Carmen Díaz,88566365T,1993-11-09,,+34 646 674 633,Madrid,Madrid,28500,Hogar,Activa,596.26,2023-10-05,4,Online,7018.05,16.8,Pendiente validación
148,Ana Martínez,13433382C,2020-06-15,,+34 679 992 504,VALENCIA,Barcelona,08737,Hogar,Activa,2670.92,2022-07-17,0,Agente,4125.6,72.8,Sin observaciones
149,Elena Torres,38348817J,1981-04-19,elena.torres@email.com,+34 644 690 616,Murcia,Murcia,30312,Vida,Activa,1830.71,2022-12-08,0,Online,2127.43,18.4,NINGUNA
150,Pedro Sánchez,93952230Q,1972-06-24,N/A,0034 625136241,Palma,Baleares,07152,Salud,Activa,555.16,2018-11-18,0,Teléfono,56.18,51.1,Pendiente validación
151,Miguel Ruiz,20822814X,1981-09-30,miguel.ruiz@email.com,+34 659 787 316,Sevilla,Sevilla,41723,Hogar,Cancelada,1493.39,2021-11-27,3,Agente,7982.36,9.3,null
152,Carmen Díaz,58356322L,1985-03-29,carmen.diaz@email.com,0034 616631063,Las Palmas,Las Palmas,35770,Vida,Activa,2565.42,2016-10-16,0,Online,1607.35,-10.0,Cliente preferente
153,Laura Fernández,62879148B,1984-11-21,laura.fernandez@email.com,+34 638 554 203,Las Palmas,Las Palmas,35851,Responsabilidad Civil,Cancelada,2713.17,2021-09-08,0,Teléfono,5875.92,34.4,Pendiente validación
154,María García,52942594E,1975-07-13,@dominio.com,,Palma,Baleares,07761,Vida,Activa,941.02,2015-04-21,0,Online,8839.08,90.8,Sin observaciones
155,Patricia Blanco,25170521W,1981-07-28,,+34 617 430 281,Sevilla,Sevilla,41238,Vida,Activa,2191.54,2015-03-31,1,Oficina,4135.29,94.5,Cliente preferente
156,Antonio Moreno,22267883G,1968-01-15,antonio.moreno@email.com,+34 647 787 126,Las Palmas,Las Palmas,35517,Vida,Activa,479.96,2017-02-01,0,Agente,2628.36,0.6,Cliente preferente
157,Francisco Álvarez,5841,1959-01-25,francisco.alvarez@email.com,+34 629 751 398,Las Palmas,Las Palmas,35724,Auto,Activa,293.93,2018-07-27,1,Agente,11620.82,46.4,Sin observaciones
158,Sara Gil,45396080D,1952-09-14,sara.gil@email.com,+34 670 898 190,Las Palmas,Las Palmas,35242,Vida,Activa,1769.12,2018-09-18,1,Agente,14201.87,2.5,Revisar
159,Carmen Díaz,NULL,1959-02-04,N/A,+34 670 557 550,Palma,Baleares,07981,Vida,Activa,2145.52,2023-09-08,1,Oficina,1506.61,200.0,Reclamación abierta
160,Raúl Castro,36854296M,1993-04-17,raul.castro@email.com,+34 644 450 754,Zaragoza,Zaragoza,50608,Auto,Pendiente,2428.2,2020-12-19,1,Agente,2333.85,51.8,
161,Marta Vázquez,13828433A,1962-08-21,marta.vazquez@email.com,+34 625 352 880,Barcelona,Barcelona,08749,Auto,Pendiente,1152.61,2017-11-02,2,Oficina,14400.19,7.5,
162,Marta Vázquez,57149071M,1992-06-21,marta.vazquez@email.com,+34 644 558 798,Palma,Baleares,07585,Responsabilidad Civil,Activa,218.27,2021-11-09,2,Agente,566.76,11.0,NINGUNA
163,Raúl Castro,17152747B,1985-12-29,raul.castro@email.com,+34 630 598 607,Sevilla,Sevilla,41536,Salud,Activa,1542.65,2019-01-04,0,Online,14664.49,38.4,NINGUNA
164,Francisco Álvarez,11020154W,1987-05-21,francisco.alvarez@email.com,+34 657 600 902,Murcia,Murcia,30915,Hogar,Activa,244.39,2015-04-08,1,Online,69.67,94.0,Cliente preferente
165,Elena Torres,48499601C,1958-05-11,elena.torres@email.com,+34 695 265 514,Zaragoza,Zaragoza,50642,Hogar,Activa,457.56,2018-02-17,0,Online,13105.03,69.3,Reclamación abierta
166,Juan López,42339834G,1951-12-28,juan.lopez@email.com,+34 687 213 532,Zaragoza,Zaragoza,50392,Vida,Activa,1114.73,2015-10-20,1,Online,4609.88,86.8,Pendiente validación
167,Ana Martínez,50739629T,1960-04-18,ana.martinez@email.com,,Murcia,Murcia,30719,Responsabilidad Civil,Activa,1424.08,2020-01-14,0,Oficina,14078.83,36.6,null
168,Marta Vázquez,83823165Q,1955-02-19,marta.vazquez@email.com,+34 667 454 614,Madrid,Madrid,28383,Vida,Activa,982.51,2019-10-01,2,Teléfono,4754.18,4.3,N/A
169,Laura Fernández,37259197U,1988-03-31,laura.fernandez@email.com,+34 689 808 952,Bilbao,Vizcaya,48770,Hogar,Activa,1829.22,2017-10-21,2,Teléfono,9814.59,97.4,NINGUNA
170,Marta Vázquez,57379179Y,1961-01-16,marta.vazquez@email.com,+34 619 438 636,Barcelona,Barcelona,08937,Auto,Activa,354.98,2022-03-04,1,Online,1200.49,1.7,Revisar
171,Marta Vázquez,88414095X,1964-11-26,marta.vazquez@email.com,+34 677 672 640,Barcelona,Barcelona,08113,Salud,Activa,604.82,2021-04-16,3,Teléfono,3634.95,94.8,OK
172,Marta Vázquez,75856750Y,1997-07-26,marta.vazquez@email.com,+34 628 782 549,Madrid,Madrid,28733,Responsabilidad Civil,Cancelada,2146.72,2016-10-13,2,Teléfono,11605.19,36.9,Reclamación abierta
173,Juan López,88483721Y,1960-04-02,,+34 683 672 764,Bilbao,Vizcaya,48826,Auto,Activa,597.99,2021-01-05,2,Agente,7930.29,1.0,Revisar
174,Juan López,74884070T,1996-06-25,juan.lopez@email.com,+34 629 147 310,Barcelona,Barcelona,08371,Salud,Activa,1991.37,2020-09-22,2,Oficina,13919.54,68.9,
175,Laura Fernández,90884100A,1954-11-10,laura.fernandez@email.com,+34 696 750 721,Sevilla,Sevilla,41124,Responsabilidad Civil,Activa,353.12,2020-03-21,1,Online,6431.27,98.1,NINGUNA
176,María García,96015965Q,1979-03-01,maria.garcia@email.com,+34 664 639 808,Valencia,Valencia,46441,Responsabilidad Civil,Pendiente,1340.67,2019-09-18,2,Teléfono,13047.19,96.6,N/A
177,María García,81829506M,1952-07-24,maria.garcia@email.com,,Valencia,Valencia,46905,Hogar,Pendiente,50000.0,2017-12-03,1,Teléfono,6734.33,16.1,Pendiente validación
178,Patricia Blanco,56695565X,1986-09-04,patricia.blanco@email.com,+34 630 879 661,Barcelona,,08780,Auto,Cancelada,506.98,2023-08-16,1,Online,14688.72,18.1,N/A
179,Juan López,35722525R,1960-06-05,,+34 613 857 212,Málaga,,22771,Responsabilidad Civil,Activa,1787.69,2021-01-18,1,Agente,14397.52,56.6,N/A
180,Francisco Álvarez,74674115R,1995-10-07,francisco.alvarez@email.com,+34 651 567 777,Barcelona,Barcelona,08965,Responsabilidad Civil,Activa,2799.34,2019-12-22,0,Online,4937.05,63.7,Pendiente validación
181,Pedro Sánchez,73813565E,2020-06-15,pedro.sanchez@email.com,+34 634 113 814,Murcia,Murcia,30982,Salud,Pendiente,353.4,2015-09-10,0,Agente,13288.86,73.9,N/A
182,Carlos Rodríguez,56571160P,1989-05-12,carlos.rodriguez@email.com,+34 641 288 254,Murcia,Murcia,30139,Hogar,Activa,1380.35,2015-05-12,0,Teléfono,12714.17,18.1,Reclamación abierta
183,Isabel Jiménez,3309,1966-02-15,,+34 664 793 821,Bilbao,Vizcaya,48334,Vida,Activa,2181.1,2020-03-22,2,Oficina,3160.21,95.9,OK
184,Marta Vázquez,91485805O,1963-11-03,marta.vazquez@email.com,+34 696 174 376,Las Palmas,Las Palmas,35931,Hogar,Pendiente,1495.53,2020-03-25,3,Agente,9364.36,63.9,Revisar
185,Pedro Sánchez,77506574Q,1960-08-04,pedro.sanchez@email.com,+34-665-165-519,Zaragoza,Zaragoza,50188,Vida,Activa,2458.19,2021-11-26,1,Agente,1090.23,84.7,NINGUNA
186,Laura Fernández,81425912X,1995-05-30,laura.fernandez@email.com,+34 650 670 610,Sevilla,Sevilla,41199,Auto,Activa,703.01,2019-08-07,2,Online,12550.66,54.0,Reclamación abierta
187,Raúl Castro,91242298Z,1955-01-17,raul.castro@email.com,,Madrid,Madrid,28243,Auto,Activa,2886.86,2018-02-06,1,Teléfono,2618.19,41.4,Revisar
188,Juan López,81894820E,1977-07-16,juan.lopez@email.com,666 666 666,Barcelona,Barcelona,08181,Responsabilidad Civil,Activa,1278.46,2022-07-16,2,Oficina,1062.22,97.7,Cliente preferente
189,Pedro Sánchez,58665285G,1974-12-02,pedro.sanchez@email.com,+34 673 938 359,Las Palmas,Las Palmas,35688,Auto,Activa,1156.39,2017-11-24,1,Online,6003.29,58.2,Sin observaciones
190,Isabel Jiménez,27687991N,1984-03-20,isabel.jimenez@email.com,+34 674 754 715,Las Palmas,Las Palmas,35670,Responsabilidad Civil,Cancelada,2648.9,2020-04-09,3,Online,8653.83,86.7,Sin observaciones
191,Javier Domínguez,88763398,1962-10-03,javier.dominguez@email.com,+34 685 505 825,Sevilla,Sevilla,41328,Hogar,Cancelada,1778.83,2021-05-11,0,Oficina,12823.75,95.3,OK
192,Javier Domínguez,94445004B,1981-02-28,javier.dominguez@email.com,+34 656 820 192,Madrid,,28702,Auto,Activa,1646.04,2015-07-06,0,Teléfono,14613.64,67.5,null
193,María García,56316696G,1970-08-28,maria.garcia@email.com,+34 655 753 533,Murcia,Murcia,30965,Hogar,Pendiente,2235.54,2017-08-06,0,Oficina,6592.39,54.9,Reclamación abierta
194,Carmen Díaz,20679043H,1971-02-18,carmen.diaz@email.com,+34 629 533 211,Palma,Baleares,07494,Hogar,Activa,1823.54,2021-04-09,1,Online,906.7,0.4,OK
195,Pedro Sánchez,32470291V,,pedro.sanchez@email.com,+34-617-350-746,Sevilla,Sevilla,41612,Auto,Activa,0.0,2015-09-21,2,Online,11236.73,4.0,OK
196,Javier Domínguez,70072820S,1996-12-19,javier.dominguez@email.com,+34 652 306 879,Las Palmas,Las Palmas,35880,Hogar,Pendiente,2087.75,2020-06-20,0,Agente,8477.6,20.1,Revisar
197,Ana Martínez,64496748N,1982-03-31,ana.martinez@email.com,+34 649 217 631,Valencia,Valencia,46897,Auto,Pendiente,573.71,2016-06-05,0,Oficina,6718.37,18.6,null
198,Raúl Castro,61195209K,1954-06-17,,+34 647 742 255,Barcelona,Barcelona,08296,Auto,Cancelada,2456.4,2023-03-30,1,Oficina,4639.03,25.5,Cliente preferente
199,Carlos Rodríguez,97093473Y,1951-01-22,carlos.rodriguez@email.com,+34 665 189 193,Bilbao,Vizcaya,48373,Auto,Pendiente,2971.26,2019-04-14,0,Oficina,7535.98,30.5,
200,Patricia Blanco,17456985I,1966-07-07,patricia.blanco@email.com,+34 622 933 904,Valencia,Valencia,46689,Vida,Cancelada,1256.69,2017-02-21,2,Online,5080.19,36.0,Cliente preferente
201,Ana Martínez,876590664,1967-08-19,ana.martinez@email.com,+34 658 841 933,Las Palmas,Las Palmas,35752,Hogar,Pendiente,1445.32,2023-08-25,1,Teléfono,11355.18,-10.0,N/A
202,Patricia Blanco,68865527F,1986-09-01,patricia.blanco@email.com,+34 645 537 637,Zaragoza,Zaragoza,50899,Salud,Activa,330.01,2016-06-18,2,Online,8158.41,9.9,N/A
203,Raúl Castro,93836420E,1956-04-01,,+34 684 975 910,Málaga,Málaga,29682,Auto,Cancelada,0.0,2015-07-29,1,Agente,13152.72,4.2,Cliente preferente
204,Elena Torres,30521013O,1955-01-31,elena.torres@email.com,+34 631 759 107,Madrid,Madrid,28661,Hogar,Vencida,2779.97,2020-09-24,0,Online,8153.16,67.4,Cliente preferente
205,Raúl Castro,47735088I,1992-11-26,raul.castro@email.com,+34 638 395 820,Murcia,Murcia,30471,Responsabilidad Civil,Cancelada,560.15,2019-04-13,1,Online,3573.94,53.7,OK
206,Carmen Díaz,25135763Z,1955-06-22,carmen.diaz@email.com,,Barcelona,Barcelona,08980,Auto,Activa,1448.18,2015-01-26,1,Online,12766.38,44.4,Sin observaciones
207,María García,85785788J,1964-12-29,maria.garcia@email.com,+34 625 929 846,Bilbao,Vizcaya,48179,Auto,Activa,2482.99,2015-06-24,1,Agente,8358.29,63.4,Reclamación abierta
208,Miguel Ruiz,75489314R,1975-10-25,miguel.ruiz@email.com,+34 616 144 338,Palma,,07334,Salud,Activa,2690.09,2019-03-20,1,Oficina,3102.62,82.8,N/A
209,Elena Torres,46595773Q,1962-10-14,elena.torres@email.com,+34 665 254 280,sevilla,Murcia,30386,Vida,Activa,1654.31,2018-08-27,0,Teléfono,9352.62,42.8,null
210,Andrés Ramos,24315679C,1983-10-11,espacios en email@mail.com,+34 696 187 355,Barcelona,,23429,Vida,Vencida,1782.09,2015-11-18,3,Teléfono,5365.75,999.0,Cliente preferente
211,Miguel Ruiz,34440805M,1975-07-31,miguel.ruiz@email.com,+34 682 278 311,Palma,Baleares,07766,Auto,Activa,2075.12,2019-05-22,0,Agente,12666.08,95.4,Pendiente validación
212,María García,31765239O,1969-05-05,maria.garcia@email.com,0034 674502860,Bilbao,Vizcaya,48671,Hogar,Activa,2891.87,2018-03-04,2,Oficina,6799.5,84.0,Revisar
213,Isabel Jiménez,25527000I,1970-05-22,isabel.jimenez@email.com,+34 666 363 306,Las Palmas,Las Palmas,35644,Responsabilidad Civil,Vencida,1887.48,2015-02-24,1,Oficina,10896.62,42.6,
214,Andrés Ramos,95561923N,1998-10-11,andres.ramos@email.com,+34 629 479 842,Málaga,Málaga,29536,Responsabilidad Civil,Activa,1766.53,2019-04-16,5,Agente,1433.04,64.5,-
215,Antonio Moreno,80337892B,1965-05-26,usuario@,+34 662 730 367,Valencia,Valencia,46226,Hogar,Activa,240.7,2019-05-29,1,Online,5940.37,17.7,NINGUNA
216,Ana Martínez,95607690I,1970-06-06,ana.martinez@email.com,+34 658 884 163,Valencia,Valencia,46832,Auto,Activa,426.66,2023-11-02,1,Oficina,14748.62,56.1,null
217,Elena Torres,79448631C,1954-12-25,elena.torres@email.com,+34 651 449 593,Las Palmas,Las Palmas,35811,Responsabilidad Civil,Cancelada,1816.08,2020-02-16,1,Teléfono,12126.9,98.1,Revisar
218,Javier Domínguez,29391451I,1978-10-17,,+34 620 197 170,Murcia,Murcia,30516,Vida,Activa,2821.47,2022-06-08,2,Agente,2399.11,51.8,Sin observaciones
219,Javier Domínguez,66378562Y,1987-08-24,javier.dominguez@email.com,+34 667 901 862,Las Palmas,Las Palmas,35737,Hogar,Vencida,2626.74,2021-01-03,1,Teléfono,4166.46,92.8,Revisar
220,Raúl Castro,46264673L,1997-12-14,raul.castro@email.com,+34 629 149 457,Las Palmas,Las Palmas,35140,Salud,Activa,2951.22,2019-02-17,1,Online,4947.24,40.7,NINGUNA
221,Marta Vázquez,27920169I,1957-04-12,,+34 697 663 882,Barcelona,Barcelona,08886,Auto,Activa,1677.94,2022-03-31,1,Agente,9755.48,99.9,Pendiente validación
222,Juan López,81087566H,1959-08-02,juan.lopez@email.com,+34 693 998 904,Barcelona,Barcelona,08568,Hogar,Activa,2406.21,2020-08-29,0,Teléfono,11354.92,57.9,Sin observaciones
223,María García,94212996K,1955-10-22,,0034 613662680,Bilbao,Vizcaya,48396,Responsabilidad Civil,Cancelada,2553.12,2015-11-29,1,Teléfono,11242.9,4.2,Reclamación abierta
224,Javier Domínguez,10605409X,1961-01-03,javier.dominguez@email.com,+34 665 459 209,Málaga,Málaga,29696,Auto,Activa,2014.49,2019-04-28,1,Online,7648.11,105.0,OK
225,Francisco Álvarez,21377787O,1977-12-18,francisco.alvarez@email.com,682420261,Barcelona,Barcelona,08700,Vida,Activa,1148.5,2017-06-25,1,Agente,12162.31,27.5,N/A
226,Laura Fernández,31827621H,1958-12-04,usuario@,+34-659-349-864,Bilbao,Vizcaya,48141,Auto,Activa,1515.94,2023-03-11,1,Oficina,6556.17,3.2,Revisar
227,Laura Fernández,45280122E,,laura.fernandez@email.com,+34 648 639 148,Zaragoza,Zaragoza,50731,Auto,Pendiente,2602.17,2017-06-29,1,Oficina,1858.21,82.1,NINGUNA
228,Carmen Díaz,85306159Z,1954-12-29,carmen.diaz@email.com,+34 645 736 112,Las Palmas,Las Palmas,35378,Vida,Activa,1035.93,2016-02-05,2,Teléfono,8466.63,27.6,Pendiente validación
229,Carmen Díaz,X2581602Z,,carmen.diaz@email.com,+34 645 200 893,Las Palmas,Las Palmas,35558,Vida,Cancelada,2786.48,2017-08-07,0,Online,14284.52,79.7,OK
230,Ana Martínez,16155579P,1986-11-15,ana.martinez@email.com,+34 695 615 322,Murcia,,30132,Auto,Pendiente,843.46,2018-08-22,0,Teléfono,11894.9,28.8,NINGUNA
231,Patricia Blanco,93665691E,1969-02-20,patricia.blanco@email.com,+34 691 265 482,Zaragoza,Zaragoza,50375,Vida,Activa,2298.65,2020-09-06,0,Online,8680.51,19.4,Pendiente validación
232,Javier Domínguez,42027216R,,javier.dominguez@email.com,+34 697 994 475,Murcia,Murcia,30764,Hogar,Activa,1965.57,2021-11-19,0,Oficina,9702.08,97.4,-
233,Javier Domínguez,43957164S,1995-11-04,,+34 696 889 741,Palma,Baleares,07189,Vida,Activa,2298.88,2023-04-18,0,Teléfono,13958.43,36.2,NINGUNA
234,Ana Martínez,62316857C,1992-04-04,ana.martinez@email.com,+34 640 474 110,Bilbao,Vizcaya,48715,Vida,Activa,0.0,2020-03-25,1,Teléfono,6425.14,60.1,Sin observaciones
235,Raúl Castro,27434167H,1991-02-02,raul.castro@email.com,+34 655 195 289,Bilbao,Vizcaya,48623,Auto,Activa,2811.39,2015-04-11,1,Online,4970.91,61.0,Reclamación abierta
236,María García,63811239M,1978-01-07,maria.garcia@email.com,+34 678 291 585,Las Palmas,Las Palmas,35259,Hogar,Activa,1970.92,2016-07-04,2,Agente,14658.62,56.0,null
237,Raúl Castro,63902945,1994-11-04,raul.castro@email.com,+34 619 523 227,Sevilla,Sevilla,41557,Salud,Activa,1007.23,2022-10-20,0,Online,12951.65,91.5,N/A
238,Isabel Jiménez,25590661X,1953-02-15,N/A,+34 633 454 211,Palma,Baleares,51245,Salud,Activa,1987.67,2021-07-28,0,Agente,4845.65,67.4,OK
239,Marta Vázquez,79475474P,1999-05-03,marta.vazquez@email.com,+34 669 545 442,Bilbao,Vizcaya,48498,Responsabilidad Civil,Activa,1003.08,2019-09-02,0,Oficina,6956.71,40.4,NINGUNA
240,Miguel Ruiz,19456807A,1977-10-01,,+34 626 164 346,Barcelona,Barcelona,08918,Vida,Activa,1022.17,2021-06-01,1,Teléfono,6226.17,86.2,Revisar
241,Carlos Rodríguez,14684346P,1985-07-02,carlos.rodriguez@email.com,+34 666 538 205,Las Palmas,Las Palmas,35873,Vida,Pendiente,1318.88,2015-12-19,0,Teléfono,2236.44,18.1,NINGUNA
242,Pedro Sánchez,99605800M,,pedro.sanchez@email.com,+34 662 283 325,Murcia,Murcia,30190,Hogar,Vencida,2586.81,2023-02-03,0,Online,14367.29,54.4,null
243,Miguel Ruiz,95641772Y,1971-06-15,,+34 618 889 188,Zaragoza,Zaragoza,50808,Salud,Pendiente,1600.83,2023-10-07,2,Online,6064.69,95.1,Sin observaciones
244,Raúl Castro,630501005,1980-08-03,raul.castro@email.com,+34 657 629 470,Murcia,Murcia,30680,Responsabilidad Civil,Activa,2100.92,2017-10-15,1,Oficina,13129.94,999.0,null
245,Ana Martínez,17393979G,1994-11-16,ana.martinez@email.com,+34 685 498 205,Valencia,Valencia,46565,Hogar,Activa,1297.51,2018-03-25,0,Oficina,2840.34,81.7,-
246,Javier Domínguez,38506244K,1958-12-12,javier.dominguez@email.com,+34 624 930 602,Sevilla,Sevilla,41319,Vida,Activa,938.1,2018-01-02,1,Agente,8218.06,65.4,OK
247,Ana Martínez,27486878W,1967-12-22,,+34 648 624 948,Bilbao,Vizcaya,48518,Salud,Activa,2872.99,2023-08-28,1,Oficina,359.42,83.9,-
248,Andrés Ramos,32098345J,1981-03-30,andres.ramos@email.com,,Málaga,Málaga,29478,Responsabilidad Civil,Activa,1890.03,2021-11-07,1,Oficina,11463.31,94.4,Reclamación abierta
249,David Navarro,41984287K,1966-03-04,david.navarro@email.com,+34 629 317 830,Madrid,Madrid,28825,Auto,Cancelada,2815.06,2022-07-22,1,Oficina,8713.71,27.3,Cliente preferente
250,Andrés Ramos,52413492G,1993-11-19,espacios en email@mail.com,+34 694 181 944,Sevilla,Sevilla,41546,Salud,Activa,769.56,2017-09-06,1,Oficina,9383.84,17.0,NINGUNA
251,Juan López,29369886R,1970-11-03,juan.lopez@email.com,+34-696-109-658,Las Palmas,Las Palmas,35245,Responsabilidad Civil,Activa,611.3,2018-09-17,1,Agente,775.81,48.4,NINGUNA
252,Ana Martínez,33480675B,1997-05-11,ana.martinez@email.com,+34 685 527 137,Bilbao,Vizcaya,48332,Hogar,Vencida,2596.3,2017-01-08,0,Oficina,3165.57,70.2,OK
253,Javier Domínguez,94328141M,1955-07-05,javier.dominguez@email.com,+34 692 543 426,Zaragoza,Zaragoza,50470,Auto,Activa,2106.57,2017-09-03,0,Agente,1114.96,22.7,NINGUNA
254,Carmen Díaz,42073692L,1998-10-22,carmen.diaz@email.com,+34 657 117 538,Bilbao,Vizcaya,48333,Responsabilidad Civil,Activa,722.42,2018-10-03,3,Online,4333.71,0.4,Reclamación abierta
255,Carlos Rodríguez,37427110B,1980-10-16,carlos.rodriguez@email.com,+34 648 807 286,Madrid,Madrid,28825,Responsabilidad Civil,Activa,954.21,2021-03-30,2,Teléfono,9411.59,34.3,NINGUNA
256,María García,34859871M,1987-10-04,maria.garcia@email.com,+34 698 323 929,Zaragoza,Zaragoza,50466,Vida,Activa,2441.86,2019-12-07,1,Online,8492.79,96.9,OK
257,Carlos Rodríguez,69844250Q,1982-02-20,,+34 622 976 948,Murcia,Murcia,30580,Salud,Cancelada,1470.83,2023-05-30,3,Oficina,9182.25,69.5,NINGUNA
258,María García,39263888H,1990-05-01,,+34 615 688 287,Zaragoza,Zaragoza,50672,Vida,Activa,2077.51,2020-11-19,0,Teléfono,8238.77,40.1,Cliente preferente
259,David Navarro,52106078B,1980-06-12,david.navarro@email.com,+34 623 706 409,Sevilla,Sevilla,41462,Auto,Activa,1091.39,2017-08-10,2,Oficina,4095.43,19.3,N/A
260,Javier Domínguez,48679227X,1999-11-13,javier.dominguez@email.com,+34 613 650 171,Murcia,Murcia,30689,Responsabilidad Civil,Pendiente,1267.44,2016-04-25,0,Oficina,3667.61,35.6,Pendiente validación
261,Raúl Castro,36540396C,1974-01-02,raul.castro@email.com,666 666 666,Bilbao,Vizcaya,48610,Vida,Pendiente,2974.0,2018-05-22,0,Online,2055.9,17.0,NINGUNA
262,Miguel Ruiz,24812143F,1987-07-09,miguel.ruiz@email.com,+34 668 585 290,Las Palmas,Las Palmas,26993,Salud,Vencida,893.33,2015-04-18,1,Oficina,12736.06,999.0,NINGUNA
263,Elena Torres,18989138G,,elena.torres@email.com,+34 647 219 319,Palma,,07941,Auto,Pendiente,1618.08,2023-11-11,1,Online,9247.19,90.7,OK
264,Ana Martínez,53020873I,1982-09-21,,+34 662 833 550,Las Palmas,,40686,Hogar,Activa,2564.33,2017-08-30,1,Oficina,2797.67,99.8,Cliente preferente
265,Marta Vázquez,83663899O,1993-05-20,marta.vazquez@email.com,+34 637 742 336,Bilbao,Vizcaya,48824,Vida,Activa,869.82,2019-06-15,0,Agente,2658.14,16.4,N/A
266,María García,25886372V,1997-09-29,maria.garcia@email.com,+34 689 505 707,Madrid,Madrid,28915,Auto,Activa,1362.6,2016-12-04,1,Teléfono,13095.53,5.5,null
267,Javier Domínguez,85176851D,1993-02-11,javier.dominguez@email.com,+34 647 811 346,Palma,Baleares,07811,Hogar,Activa,1922.26,2021-07-10,0,Online,11140.96,33.0,OK
268,Francisco Álvarez,32922481D,2020-06-15,francisco.alvarez@email.com,+34 681 929 284,Bilbao,Vizcaya,48963,Vida,Cancelada,1547.33,2020-11-03,0,Online,9890.99,46.2,NINGUNA
269,Patricia Blanco,94669146Q,1976-06-02,patricia.blanco@email.com,+34 615 305 643,Málaga,Málaga,29642,Auto,Pendiente,1486.61,2022-08-13,0,Teléfono,6102.96,20.5,NINGUNA
270,David Navarro,30833173Q,1969-02-10,david.navarro@email.com,,Barna,Sevilla,41901,Auto,Activa,-500.0,2017-05-24,2,Online,3929.63,30.1,Pendiente validación
271,Pedro Sánchez,94483977V,1969-05-10,pedro.sanchez@email.com,+34 668 175 276,Málaga,Málaga,29954,Vida,Activa,1842.61,2018-12-18,2,Teléfono,14691.76,20.1,-
272,Pedro Sánchez,19161408V,1976-04-05,pedro.sanchez@email.com,+34 668 898 448,Murcia,Murcia,30234,Auto,Activa,1948.24,2021-08-08,2,Agente,11958.59,77.4,null
273,Lucía Romero,62374647R,1951-03-19,lucia.romero@email.com,0034 654395434,malaga,Valencia,46182,Responsabilidad Civil,Vencida,2029.21,2020-10-08,0,Oficina,4526.69,71.3,null
274,Patricia Blanco,30353727O,1962-09-27,sin_arroba.com,+34-624-539-390,Bilbao,Vizcaya,48490,Vida,Activa,397.03,2018-06-27,0,Agente,12713.47,63.5,OK
275,Miguel Ruiz,10549148L,1975-08-28,miguel.ruiz@email.com,666 666 666,Barcelona,Barcelona,08146,Auto,Pendiente,1966.9,2016-07-13,0,Oficina,11383.98,38.7,NINGUNA
276,Juan López,31845218T,1970-10-20,,+34 631 487 624,Barcelona,Barcelona,08491,Hogar,Pendiente,2869.06,2015-04-27,2,Teléfono,4456.21,200.0,Sin observaciones
277,María García,45490172L,1989-03-22,maria.garcia@email.com,666 666 666,Zaragoza,Zaragoza,50817,Hogar,Vencida,1714.76,2017-05-23,3,Agente,6398.29,97.0,NINGUNA
278,Sara Gil,23426716K,1962-03-17,sara.gil@email.com,+34 658 375 599,Las Palmas,,35484,Responsabilidad Civil,Pendiente,2202.75,2023-02-10,1,Oficina,2789.3,17.4,N/A
279,María García,48710304F,,maria.garcia@email.com,+34 686 436 580,Las Palmas,Las Palmas,35480,Vida,Cancelada,1758.85,2017-08-25,0,Teléfono,1665.79,22.3,Reclamación abierta
280,Laura Fernández,95440590S,1994-10-03,laura.fernandez@email.com,,Las Palmas,Las Palmas,35176,Auto,Activa,2593.27,2023-05-05,0,Oficina,10841.43,52.6,-
281,Javier Domínguez,20774986Z,1982-05-19,javier.dominguez@email.com,+34 681 830 208,Málaga,Málaga,29358,Auto,Activa,2802.83,2019-04-18,2,Online,4012.68,9.1,Revisar
282,Patricia Blanco,14421590Z,1988-09-16,patricia.blanco@email.com,+34 632 785 427,Sevilla,Sevilla,41703,Hogar,Activa,715.82,2015-02-13,2,Online,12300.89,43.6,OK
